19/6/2017-14:53:25;1;aluno24;1497898405002;click;questionario.html#;Q:16:H:1-2 list-group-item;a;128;246
19/6/2017-14:53:29;1;aluno24;1497898409041;click;questionario.html#;Q:18:H:1-2 list-group-item;a;111;442
19/6/2017-14:53:34;1;aluno24;1497898413971;click;questionario.html#;Q:19:H:1-2 list-group-item;a;121;440
19/6/2017-14:53:38;1;aluno24;1497898418113;click;questionario.html#;Q:20:H:1-2 list-group-item;a;116;407
19/6/2017-14:53:42;1;aluno24;1497898422167;click;questionario.html#;Q:21:H:1-2 list-group-item;a;108;363
19/6/2017-14:53:47;1;aluno24;1497898427204;click;questionario.html#;Q:22:H:1-2 list-group-item;a;121;287
19/6/2017-14:55:20;1;aluno24;1497898520561;click;questionario.html#;Q:22:H:1-2:E;input;221;653
19/6/2017-14:55:28;1;aluno24;1497898528252;click;questionario.html#;Q:22:H:1-2 list-group-item;a;125;94
19/6/2017-14:55:33;1;aluno24;1497898533471;click;questionario.html#;Q:23:H:1-2 list-group-item;a;138;92
19/6/2017-14:56:46;1;aluno24;1497898606117;click;questionario.html#;Q:23:H:1-2:E;input;223;372
19/6/2017-14:56:47;1;aluno24;1497898607640;click;questionario.html#;Q:23:H:1-2:A;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608201;click;questionario.html#;Q:23:H:1-2:C;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608164;click;questionario.html#;Q:23:H:1-2:B;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608283;click;questionario.html#;Q:23:H:1-2:E;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608238;click;questionario.html#;Q:23:H:1-2:D;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608323;click;questionario.html#;Q:23:H:1-2:A;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608351;click;questionario.html#;Q:23:H:1-2:B;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608389;click;questionario.html#;Q:23:H:1-2:C;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608431;click;questionario.html#;Q:23:H:1-2:D;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608466;click;questionario.html#;Q:23:H:1-2:E;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608499;click;questionario.html#;Q:23:H:1-2:A;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
608573;click;questionario.html#;Q:23:H:1-2:C;input;0;0
1;aluno24;1497898639483;;questionario.html#;Q:24:H:1-2 list-group-item;;;
9/6/2017-14:56:48;1;aluno24;1497898608772;click;questionario.html#;Q:23:H:1-2:C;input;0;0
19/6/2017-14:56:49;1;aluno24;1497898609223;click;questionario.html#;Q:23:H:1-2:D;input;0;0
19/6/2017-14:56:49;1;aluno24;1497898609447;click;questionario.html#;Q:23:H:1-2:E;input;0;0
19/6/2017-14:56:51;1;aluno24;1497898611269;click;questionario.html#;Q:11:H:1-2 list-group-item;a;146;555
19/6/2017-14:57:9;1;aluno24;1497898629235;click;questionario.html#;Q:23:H:1-2 list-group-item;a;135;102
19/6/2017-14:58:1;1;aluno24;1497898681108;click;questionario.html#;Q:24:H:1-2:D;input;223;560
19/6/2017-14:58:3;1;aluno24;1497898683580;click;questionario.html#;Q:19:H:1-2 list-group-item;a;175;589
19/6/2017-14:58:3;1;aluno24;1497898683813;click;questionario.html#;Q:12:H:1-2 list-group-item;a;175;589
19/6/2017-14:58:10;1;aluno24;1497898690407;click;questionario.html#;Q:25:H:1-2 list-group-item;a;133;371
19/6/2017-14:59:4;1;aluno24;1497898743860;click;questionario.html#;Q:25:H:1-2:E;input;222;416
19/6/2017-14:59:5;1;aluno24;1497898745671;click;questionario.html#;Q:11:H:1-2 list-group-item;a;134;567
19/6/2017-14:59:10;1;aluno24;1497898750476;click;questionario.html#;Q:27:H:1-2 list-group-item;a;121;279
19/6/2017-14:59:15;1;aluno24;1497898755605;click;questionario.html#;Q:26:H:1-2 list-group-item;a;124;369
19/6/2017-15:0:36;1;aluno24;1497898836397;click;questionario.html#;Q:26:H:1-2:A;input;218;297
19/6/2017-15:0:37;1;aluno24;1497898837586;click;questionario.html#;Q:13:H:1-2 list-group-item;a;129;623
19/6/2017-15:0:43;1;aluno24;1497898843042;click;questionario.html#;Q:27:H:1-2 list-group-item;a;116;219
19/6/2017-15:2:26;1;aluno24;1497898946157;click;questionario.html#;Q:27:H:1-2:D;input;221;388
19/6/2017-15:2:31;1;aluno24;1497898951033;click;questionario.html#;Q:27:H:1-2:E;input;0;0
19/6/2017-15:2:32;1;aluno24;1497898951876;click;questionario.html#;Q:27:H:1-2:D;input;0;0
19/6/2017-15:2:32;1;aluno24;1497898952194;click;questionario.html#;Q:27:H:1-2:C;input;0;0
19/6/2017-15:2:32;1;aluno24;1497898952803;click;questionario.html#;Q:27:H:1-2:D;input;0;0
19/6/2017-15:2:37;1;aluno24;1497898957126;click;questionario.html#;Q:27:H:1-2:D;input;219;388
19/6/2017-15:2:38;1;aluno24;1497898957862;click;questionario.html#;Q:9:H:1-2 list-group-item;a;165;469
19/6/2017-15:2:40;1;aluno24;1497898960121;click;questionario.html#;Q:10:H:1-2 list-group-item;a;139;531
19/6/2017-15:2:47;1;aluno24;1497898967299;click;questionario.html#;Q:28:H:1-2 list-group-item;a;118;96
19/6/2017-15:3:58;1;aluno24;1497899038619;click;questionario.html#;Q:28:H:1-2:D;input;221;612
19/6/2017-15:4:2;1;aluno24;1497899041996;click;questionario.html#;Q:25:H:1-2 list-group-item;a;150;687
19/6/2017-15:4:10;1;aluno24;1497899050137;click;questionario.html#;Q:29:H:1-2 list-group-item;a;113;138
19/6/2017-15:5:47;1;aluno24;1497899147192;click;questionario.html#;Q:29:H:1-2:D;input;219;371
19/6/2017-15:5:48;1;aluno24;1497899148606;click;questionario.html#;Q:14:H:1-2 list-group-item;a;145;655
19/6/2017-15:5:55;1;aluno24;1497899154512;click;questionario.html#;Q:30:H:1-2 list-group-item;a;153;292
19/6/2017-15:7:6;1;aluno24;1497899225993;click;questionario.html#;Q:30:H:1-2:E;input;215;379
19/6/2017-15:7:9;1;aluno24;1497899229192;click;questionario.html#;Q:9:H:1-2 list-group-item;a;164;452
19/6/2017-15:7:16;1;aluno24;1497899236125;click;questionario.html#;Q:31:H:1-2 list-group-item;a;115;368
19/6/2017-15:9:11;1;aluno24;1497899351633;click;questionario.html#;Q:31:H:1-2:A;input;217;354
19/6/2017-15:12:27;1;aluno24;1497899547502;click;questionario.html#;Q:31:H:1-2:B;input;0;0
19/6/2017-15:12:28;1;aluno24;1497899548125;click;questionario.html#;Q:31:H:1-2:C;input;0;0
19/6/2017-15:12:28;1;aluno24;1497899548494;click;questionario.html#;Q:31:H:1-2:A;input;0;0
o.html#;Q:31:H:1-2:B;input;0;0
19/6/2017-15:12:28;1;aluno24;1497899548494;click;questionario.html#;Q:31:H:1-2:A;input;0;0
19/6/2017-15:12:30;1;aluno24;1497899550460;click;questionario.html#;Q:12:H:1-2 list-group-item;a;139;585
19/6/2017-15:12:35;1;aluno24;1497899555349;click;questionario.html#;Q:32:H:1-2 list-group-item;a;123;376
19/6/2017-15:14:4;1;aluno24;1497899644364;click;questionario.html#;Q:32:H:1-2:B;input;220;500
19/6/2017-15:14:6;1;aluno24;1497899646132;click;questionario.html#;Q:12:H:1-2 list-group-item;a;150;608
19/6/2017-15:14:12;1;aluno24;1497899652135;click;questionario.html#;Q:32:H:1-2 list-group-item;a;119;215
19/6/2017-15:14:19;1;aluno24;1497899659402;click;questionario.html#;Q:33:H:1-2 list-group-item;a;121;178
19/6/2017-15:15:42;1;aluno24;1497899742789;click;questionario.html#;Q:33:H:1-2:E;input;219;460
19/6/2017-15:15:44;1;aluno24;1497899744138;click;questionario.html#;Q:10:H:1-2 list-group-item;a;168;510
19/6/2017-15:15:50;1;aluno24;1497899749968;click;questionario.html#;Q:34:H:1-2 list-group-item;a;114;131
19/6/2017-15:16:35;1;aluno24;1497899794932;click;questionario.html#;Q:34:H:1-2:E;input;216;412
19/6/2017-15:16:36;1;aluno24;1497899796162;click;questionario.html#;Q:10:H:1-2 list-group-item;a;121;512
19/6/2017-15:16:41;1;aluno24;1497899801233;click;questionario.html#;Q:35:H:1-2 list-group-item;a;150;176
19/6/2017-15:17:51;1;aluno24;1497899871354;click;questionario.html#;Q:35:H:1-2:B;input;221;549
19/6/2017-15:17:53;1;aluno24;1497899872832;click;questionario.html#;Q:18:H:1-2 list-group-item;a;100;640
19/6/2017-15:17:59;1;aluno24;1497899878952;click;questionario.html#;Q:36:H:1-2 list-group-item;a;127;266
19/6/2017-15:18:6;1;aluno24;1497899886363;click;questionario.html#;Q:35:H:1-2 list-group-item;a;122;372
19/6/2017-15:18:16;1;aluno24;1497899896530;click;questionario.html#;Q:36:H:1-2 list-group-item;a;137;261
19/6/2017-15:18:44;1;aluno24;1497899923882;click;questionario.html#;Q:36:H:1-2:E;input;224;337
19/6/2017-15:18:47;1;aluno24;1497899927665;click;questionario.html#;Q:10:H:1-2 list-group-item;a;71;516
19/6/2017-15:18:53;1;aluno24;1497899933465;click;questionario.html#;Q:37:H:1-2 list-group-item;a;180;93
19/6/2017-15:19:48;1;aluno24;1497899988195;click;questionario.html#;Q:37:H:1-2:B;input;225;280
19/6/2017-15:19:49;1;aluno24;1497899989194;click;questionario.html#;container;div;1;638
19/6/2017-15:19:50;1;aluno24;1497899990141;click;questionario.html#;Q:13:H:1-2 list-group-item;a;38;644
19/6/2017-15:19:54;1;aluno24;1497899994449;click;questionario.html#;Q:38:H:1-2 list-group-item;a;123;465
19/6/2017-15:20:37;1;aluno24;1497900036957;click;questionario.html#;Q:38:H:1-2:C;input;220;345
19/6/2017-15:20:38;1;aluno24;1497900037913;click;questionario.html#;Q:8:H:1-2 list-group-item;a;143;428
19/6/2017-15:20:42;1;aluno24;1497900042450;click;questionario.html#;Q:39:H:1-2 list-group-item;a;130;539
19/6/2017-15:21:54;1;aluno24;1497900114682;click;questionario.html#;Q:39:H:1-2:B;input;222;381
19/6/2017-15:21:55;1;aluno24;1497900115693;click;questionario.html#;Q:9:H:1-2 list-group-item;a;159;453
19/6/2017-15:22:1;1;aluno24;1497900121136;click;questionario.html#;Q:40:H:1-2 list-group-item;a;151;395
19/6/2017-15:23:14;1;aluno24;1497900194616;click;questionario.html#;Q:40:H:1-2:C;input;222;444
